1,0,1.0,0
10,8,1.0,0
0,0,1.0,0
6,3,1.0,0
0,0,1.0,0
0,0,1.0,0
4,1,1.0,0
8,2,1.0,0
0,0,1.0,0
6,0,1.0,0
4,1,1.0,0
0,0,1.0,0
6,0,1.0,0
2,0,1.0,0
2,0,1.0,0
2,0,1.0,0
2,0,1.0,0
4,0,1.0,0
0,0,1.0,0
6,0,1.0,0
0,0,1.0,0
2,0,1.0,0
2,0,1.0,0
6,0,1.0,0
0,0,1.0,0
8,0,1.0,0
0,0,1.0,0
0,0,1.0,0
4,0,1.0,0
6,0,1.0,0
2,0,1.0,0
4,0,1.0,0
2,0,1.0,0
4,0,1.0,0
2,0,1.0,0
0,0,1.0,0
2,0,1.0,0
2,0,1.0,0
0,0,1.0,0
6,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
2,0,1.0,0
2,0,1.0,0
2,0,1.0,0
0,0,1.0,0
0,0,1.0,0
8,2,1.0,0
2,0,1.0,0
4,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
2,1,1.0,0
6,1,1.0,0
4,1,1.0,0
4,0,1.0,0
0,0,1.0,0
2,0,1.0,0
2,0,1.0,0
2,0,1.0,0
4,0,1.0,0
0,0,1.0,0
2,0,1.0,0
0,0,1.0,0
2,0,1.0,0
4,0,1.0,0
4,0,1.0,0
4,0,1.0,0
4,0,1.0,0
4,0,1.0,0
4,0,1.0,0
2,0,1.0,0
6,0,1.0,0
2,0,1.0,0
2,0,1.0,0
6,0,1.0,0
0,0,1.0,0
4,0,1.0,0
6,0,1.0,0
2,0,1.0,0
2,0,1.0,0
2,0,1.0,0
4,0,1.0,0
4,0,1.0,0
0,0,1.0,0
6,0,1.0,0
0,0,1.0,0
6,0,1.0,0
2,0,1.0,0
6,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
6,0,1.0,0
4,0,1.0,0
2,0,1.0,0
0,0,1.0,0
0,0,1.0,0
1,0,1.0,0
0,0,1.0,0
0,0,1.0,0
2,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
2,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
2,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
