time,flowcount
"12/26/2022, 06:16:07",71
"12/26/2022, 06:16:09",77
time,flowcount
"12/26/2022, 06:16:41",127
"12/26/2022, 06:16:43",318
"12/26/2022, 06:16:45",510
"12/26/2022, 06:16:47",701
"12/26/2022, 06:16:49",892
"12/26/2022, 06:16:51",1003
"12/26/2022, 06:16:53",1114
"12/26/2022, 06:16:55",1240
"12/26/2022, 06:16:57",1366
"12/26/2022, 06:16:59",1493
"12/26/2022, 06:17:01",1494
"12/26/2022, 06:17:03",1494
"12/26/2022, 06:17:05",1494
"12/26/2022, 06:17:07",1494
"12/26/2022, 06:17:09",1494
"12/26/2022, 06:17:11",1494
"12/26/2022, 06:17:13",1494
"12/26/2022, 06:17:15",1494
"12/26/2022, 06:17:17",1494
"12/26/2022, 06:17:19",1494
"12/26/2022, 06:17:21",1494
"12/26/2022, 06:17:23",1494
"12/26/2022, 06:17:25",1494
"12/26/2022, 06:17:27",1494
"12/26/2022, 06:17:29",1494
"12/26/2022, 06:17:31",1494
"12/26/2022, 06:17:33",1494
"12/26/2022, 06:17:35",1494
"12/26/2022, 06:17:37",1494
"12/26/2022, 06:17:39",1494
time,flowcount
"12/26/2022, 06:18:15",4
"12/26/2022, 06:18:17",4
"12/26/2022, 06:18:19",4
"12/26/2022, 06:18:21",4
"12/26/2022, 06:18:23",4
"12/26/2022, 06:18:25",4
"12/26/2022, 06:18:27",4
"12/26/2022, 06:18:29",4
